Topic,Question,Answer,Distractor1,Distractor2,Distractor3
Biology,What is the study of the nervous system called?,Neurology,Endocrinology,Immunology,Cardiology
Physics,What is Coulomb's law?,The force between charges is directly proportional to the product of the charges and inversely proportional to the square of the distance between them,The total momentum of a closed system of objects remains constant,Every object in a state of uniform motion tends to remain in that state of motion unless an external force is applied to it,None of the above
Biology,What is the process by which molecules move from areas of high concentration to areas of low concentration?,Diffusion,Osmosis,Filtration,Active Transport
Chemistry,Which of the following is a measure of the degree to which a substance resists flow?,Viscosity,Density,Pressure,Concentration
Biology,What is the name of the pigment that gives plants their green color?,Chlorophyll,Melanin,Carotene,Anthocyanin
Botany,What is the name for the male part of a flower?,Stamen,Pistil,Petals,Sepals
Physics,What type of energy is sound energy?,Mechanical energy,Electrical energy,Thermal energy,Nuclear energy
Physics,What is the force of gravity on Earth?,9.8 m/s^2,1 m/s^2,5 m/s^2,20 m/s^2
Physics,What is the name of the energy that is stored within the bonds of atoms and molecules?,Chemical energy,Kinetic energy,Thermal energy,Electrical energy
Chemistry,What is the process by which a gas changes to a liquid at its boiling point?,Condensation,Evaporation,Sublimation,Deposition
Biology,Which structure controls the entry and exit of molecules into and out of the cell?,Cell membrane,Nucleus,Mitochondria,Ribosome
Physics,Which law states that for every action there is an equal and opposite reaction?,Newton's Third Law,Boyle's Law,Charles's Law,Ohm's Law
Physics,What is the name for energy associated with the motion of atoms and molecules?,Thermal energy,Radiant energy,Potential energy,Kinetic energy
Earth Science,What is the name of the layer of the Earth's atmosphere that contains the protective ozone layer?,Stratosphere,Troposphere,Mesosphere,Thermosphere
Biology,What is the name of the process by which two gametes (sperm and egg) fuse to form a zygote?,Fertilization,Meiosis,Mitosis,Ejaculation
Biology,What is the function of the nervous system?,Control and coordinate body functions,to pump blood throughout the body,to produce and release hormones,to break down food
Chemistry,Which element is used in matches?,Phosphorus,Carbon,Oxygen,Helium
Biology,What is the process by which RNA is converted into proteins called?,Translation,Transcription,Replication,Mutation
Chemistry,What is the name for the process by which light is absorbed and converted into chemical energy in plants?,photosynthesis,respiration,combustion,ionization
Physics,What is the formula for magnetic force?,F=qvB,F=ma,F=W/t,F=F/d
Earth Science,What is the name of the layer of gas surrounding the Earth?,Atmosphere,Hydrosphere,Lithosphere,Biosphere
Physics,What is the force that keeps objects in orbit around each other?,Gravity,Friction,Inertia,Momentum
Physics,What is the formula for Newton's Second Law of Motion?,F=ma,E=mc²,P=mv,W=Fd
Biology,What is the term for the process by which traits are passed from parent to offspring?,Heritability,Variation,Adaptation,Inheritance
Physics,What is the unit for measuring voltage?,Volt,Watt,Ampere,Ohm
Chemistry,What is the term for the process by which a gas turns into a liquid?,Condensation,Evaporation,Sublimation,Freezing
Physics,What is acceleration?,Rate of change of velocity,Rate of change of speed,Distance traveled divided by time,Distance from an original position
Physics,What is the name of the force that opposes motion between two objects in contact?,Friction,Tension,Gravity,Acceleration
Astronomy,What is the name of the planet with the longest day of any planet in our solar system?,Venus,Mercury,Jupiter,Mars
Biology,What is the process called by which cells divide to form two identical daughter cells?,Mitosis,Meiosis,Fertilization,Differentiation
Physics,What is the equation for calculating velocity?,Distance/Time,Mass x Acceleration,Force x Distance,Work/Time
Physics,What is the name of the law that says for every action| there is an equal and opposite reaction?,Newton's third law of motion,Newton's first law of motion,Newton's second law of motion,None of the above
Biology,What is the process by which an organism produces offspring that are genetically identical to itself?,Asexual reproduction,Sexual reproduction,Mitosis,Meiosis
Biology,What are the basic building blocks of proteins?,Amino acids,Nucleotides,Fatty acids,Glucose
Physics,What type of energy is stored in a stretched rubber band?,Elastic potential energy,Thermal energy,Kinetic energy,Nuclear energy
Geology,What is the name of the process by which a rock is transformed into a completely new type of rock?,Recrystallization,Melting,Crystallization,Metamorphism
Physics,What is the equation for force?,Mass times acceleration,Velocity divided by time,Distance times time,Energy divided by distance
Biology,What is the function of the small intestine?,Absorb nutrients,Pump blood,Filter blood,Produce hormones
Biology,What is the process by which cells divide into two identical daughter cells called?,Mitosis,Meiosis,Fission,Fusion
Biology,Which of the following is not a type of muscle tissue?,Skeletal Muscle,Skeletal,Cardiac,Smooth
Biology,What is the function of the mitochondria?,Produce energy,Protein synthesis,DNA replication,Cell division
Geology,What is the difference between weathering and erosion?,"Weathering breaks down rock, erosion moves it","Erosion breaks down rock, weathering moves it","Weathering is caused by glaciers, erosion is caused by rivers","Erosion is caused by wind, weathering is caused by rain"
Earth Science,What is the process by which ice turns into water vapor without melting?,Sublimation,Condensation,Evaporation,Deposition
Physics,What is the name for the force that opposes motion through a fluid?,Viscosity,Inertia,Friction,Gravity
Geology,What is the name of the process by which water is cleaned and purified?,Desalination,Filtration,Distillation,Decomposition
Environmental Science,What is the term for the amount of living matter in a given habitat?,Biomass,Biodiversity,Ecology,Ecosystem
Biology,What is the powerhouse of a cell called?,Mitochondria,Nucleus,Endoplasmic reticulum,Golgi apparatus
Chemistry,What type of reaction releases energy?,Exothermic,Endothermic,Combustion,Oxidation
Physics,What is the name for the unit of measure for electrical resistance?,Ohms,Amps,Volts,Watts
Geology,What is the term for the process by which sediment is laid down in a new location?,Deposition,Erosion,Weathering,Transportation
Physics,What is the definition of wavelength?,The distance between two points on a wave,Mass times velocity,Force times velocity,Displacement over time
Biology,Which organ produces insulin in humans?,Pancreas,Liver,Spleen,Lungs
Physics,What is the name of the process by which light is bent when passing from one medium to another?,Refraction,Reflection,Diffraction,Interference
Chemistry,What is the process whereby carbon dioxide is converted into organic compounds?,Photosynthesis,Respiration,Decomposition,Fermentation
Chemistry,What is the name of the bond formed between two nonmetals that is characterized by the sharing of electrons?,Covalent Bond,Ionic Bond,Metallic Bond,Hydrogen Bond
Chemistry,What is the name for a substance composed of only one type of atom?,element,compound,mixture,solution
Physics,What type of energy is stored in an object due to its position in a gravitational field?,Potential,Kinetic,Thermal,Radiant
Biology,What is the name of the smallest unit of matter?,Atom,Molecule,Cell,Organism
Chemistry,What is the formula for the most common type of table salt?,NaCl,KCl,CaCl2,MgCl2
Geology,What type of rock is formed from organic material that has been altered by pressure and temperature over time?,Metamorphic,Sedimentary,Igneous,Shale
Biology,What is the function of the excretory system?,Eliminate waste,Transport nutrients and oxygen,Protect the body,Regulate body temperature
Biology,Which type of tissue connects muscles to bones?,Tendons,Ligaments,Cartilage,Blood vessels
Astronomy,What is the name of the phenomenon in which light waves are compressed or stretched depending on the motion of the observer?,Doppler effect,Red shift,Gravitational lensing,Black hole
Chemistry,Which of the following is the lightest element on the periodic table?,Hydrogen,Helium,Lithium,Carbon
Astronomy,What is the largest planet in our solar system?,Jupiter,Saturn,Uranus,Neptune
Biology,Which process involves the conversion of light energy into chemical energy?,Photosynthesis,Cellular Respiration,Fermentation,Transpiration
Biology,Which blood vessel carries blood from the heart to the lungs?,Pulmonary artery,Pulmonary vein,Aorta,Vena cava
Geology,What type of rock is formed by the accumulation and consolidation of plant or animal remains?,Organic Sedimentary,Inorganic Sedimentary,Metamorphic,Limestone
Physics,What is the unit of electric potential?,Volt,Coulomb,Ohm,Ampere
Earth Science,What is the layer of the atmosphere that contains the ozone layer?,Stratosphere,Troposphere,Mesosphere,Thermosphere
Astronomy,What is the closest planet to the Sun?,Mercury,Venus,Earth,Mars
Botany,What is the name of the process by which plants convert sunlight into sugar?,Photosynthesis,Respiration,Fermentation,Oxidation
Astronomy,What is the name for the study of the universe?,Cosmology,Astronomy,Astrophysics,Astrology
Biology,What is the study of the interactions between living organisms and their environment called?,Ecology,Genetics,Evolution,Physiology
Biology,What is the process by which plants make their own food called?,Photosynthesis,Respiration,Digestion,Assimilation
Chemistry,What element has the symbol Na?,Sodium,Nitrogen,Potassium,Nickel
Biology,What are the four nitrogenous bases found in DNA?,"A, C, G, T","U, C, G, A","A, C, T, U","G, T, A, U"
Meteorology,What is the term used to describe the process where water changes from a liquid to a gas?,Evaporation,Condensation,Precipitation,Sublimation
Chemistry,Which of the following is a measure of the amount of energy released or absorbed during a chemical reaction?,Enthalpy,Entropy,Gibbs free energy,Bond energy
Geology,What is the name of the type of rock that is changed by heat and pressure?,Metamorphic,Sedimentary,Igneous,Basalt
Biology,What is the name of the flap of cartilage that covers the trachea when swallowing food?,Epiglottis,Esophagus,Larynx,Pharynx
Chemistry,What is the term for a solution that has a lower concentration of solute than another solution?,Hypotonic,Hypertonic,Isotonic,Neutral
Physics,What is the name of the energy that an object possesses due to its motion?,Kinetic energy,Gravitational potential energy,Thermal energy,Electrical energy
Chemistry,What is the pH range of an acid?,0-6,7,8-14,1-13
Physics,What is the formula for Ohm's law?,V=IR,F=ma,E=mc^2,V=d/t
Chemistry,Which of the following is a noble gas?,Helium,Sodium,Chlorine,Sulfur
Anatomy,What is the name for the bone in the upper leg?,Femur,Tibia,Fibula,Patella
Earth Science,What is the name for the process by which rocks are chemically broken down into new minerals?,Chemical weathering,Mechanical weathering,Erosion,Deposition
Astronomy,What is the name of the formerly-ninth planet in our Solar System?,Pluto,Eris,Haumea,Makemake
Chemistry,What is the symbol for iron?,Fe,I,Au,Ag
Biology,Which of the following is the stage of mitosis during which chromosomes condense and become visible?,Prophase,Metaphase,Anaphase,Telophase
Biology,What is the process called when the genetic information in DNA is changed?,Mutation,Transcription,Translation,Replication
Chemistry,Which element is used to make glass?,Silicon,Carbon,Gold,Aluminum
Biology,What type of cells help to form blood clots?,Platelets,White blood cells,Red blood cells,Stem cells
Physics,What type of energy is associated with the motion of an object?,Kinetic energy,Potential energy,Thermal energy,Magnetic energy
Biology,What is the name of the process by which organisms take in oxygen and release carbon dioxide?,Breathing,Photosynthesis,Cellular Respiration,Fermentation
Physics,Which law states that every action has an equal and opposite reaction?,Newton's Third Law of Motion,Newton's Second Law of Motion,Newton's First Law of Motion,The Law of Inertia
Biology,What is the branch of biology that deals with the study of plants?,Botany,Zoology,Ecology,Microbiology
Biology,What type of tissue connects bones to other bones?,Ligaments,Tendons,Muscles,Cartilage
Geology,What layer of the Earth consists of solid iron and nickel?,Inner core,Outer core,Mantle,Crust
Zoology,What is the largest living bird in the world?,Ostrich,Eagle,Penguin,Emu
Biology,What is a cell membrane made up of?,Proteins and Carbohydrates,Lipids and Proteins, Carbohydrates and Lipids,Proteins Only
Astronomy,What is the name of the closest moon to Jupiter?,Io,Europa,Callisto,Ganymede
Astronomy,What is the name of the force that keeps planets orbiting around the sun?,Gravity,Electromagnetism,Weak Force,Strong Force
Biology,What is the name of the small| round structures inside a cell that produce proteins?,Ribosomes,Mitochondria,Lysosomes,Golgi Apparatus
Astronomy,What is the term for the point in the orbit of a planet or comet that is closest to the Sun?,Perihelion,Aphelion,Zenith,Nadir
Chemistry,What is the symbol for the element carbon?,C,N,H,O
Earth Science,What is the layer of Earth's atmosphere in which weather occurs?,Troposphere,Stratosphere,Mesosphere,Thermosphere
Physics,What is the term for the total amount of matter in a given space?,Mass,Volume,Density,Weight
Astronomy,What is the name of the process by which stars and planets are formed from clouds of gas and dust?,Nebular theory,Big bang,Stellar evolution,Black hole formation
Chemistry,What substance is commonly used to disinfect wounds?,Hydrogen Peroxide,Alcohol,Vinegar,Bleach
Biology,What is the function of the microfilaments?,To provide structural support for the cell,To synthesize proteins,To generate ATP,To transport materials in and out of the cell
Earth Science,What is the name of the layer of the atmosphere where weather occurs?,Troposphere,Stratosphere,Mesosphere,Thermosphere
Biology,What is the function of centrioles?,Cell division,Protein synthesis,Photosynthesis,Cellular respiration
Geology,What is the name of the process by which rocks are physically broken down into smaller pieces?,Weathering,Erosion,Deposition,Transport
Biology,What is the term for the process by which an organism's body maintains stability in its internal environment?,Homeostasis,Adaptation,Natural Selection,Evolution
Biology,What is the function of the centrosome?,Cell division,Energy production,Genetic control,Transportation
Biology,What is the scientific name for humans?,Homo sapiens,Canis lupus,Felis catus,Panthera tigris
Biology,What is the name for the network of protein fibers that gives cells shape and structure?,Cytoskeleton,Microtubules,Actin,Intermediate filaments
Geology,What rock type is formed from solidified lava?,Igneous,Sedimentary,Metamorphic,Rhyolite
Chemistry,What is the symbol for nitrogen?,N,O,C,H
Biology,What is the process by which organisms release energy from food?,Respiration,Photosynthesis,Digestion,Excretion
Physics,What is the name for the measure of the amount of space an object takes up?,Volume,Mass,Density,Weight
Physics,What type of force keeps objects in orbit around each other?,Gravity,Friction,Electromagnetic force,Strong force
Biology,What is the process of making two identical copies of a DNA molecule called?,Replication,Translation,Transcription,Recombination
Biology,What is the name of the cell organelle that is responsible for protein synthesis?,Ribosome,Mitochondria,Lysosome,Nucleus
Chemistry,What is the study of the properties of matter and how matter changes called?,Chemistry,Physics,Biology,Geology
Chemistry,Which of the following is NOT a state of matter?,Energy,Solid,Liquid,Gas
Physics,What is the formula for centripetal force for circular motion?,Fc = (mv²)/r,P = W/t,F = ma,W = Fd
Chemistry,What is the pH range for acid?,0-6,7-14,0-14,6-8
Chemistry,What is the pH range of a neutral solution?,7,1-6,8-14,0
Biology,Which part of the eye is responsible for focusing light onto the retina?,Lens,Cornea,Iris,Pupil
Physics,What is Newton's Second Law?,F=ma,a=F/m,m=F/a,F=x/m
Physics,What law states that the amount of energy in a system is constant| and can neither be created nor destroyed| only converted from one form to another?,Law of conservation of energy,Law of gravity,Newton’s second law,Law of thermodynamics
Chemistry,What is the symbol for silver?,Ag,Au,Ar,Ac
Physics,Which of the following is a measure of how much energy an object possesses due to its motion?,Kinetic energy,Potential energy,Work,Power
Physics,What is the force that causes an object to resist changes in motion?,Inertia,Gravity,Friction,Momentum
Chemistry,Which element has the symbol Pb?,Lead,Lithium,Beryllium,Copper
Chemistry,Which of the following is a measure of the amount of energy required to remove an electron from an atom or ion?,Ionization energy,Electronegativity,Electron affinity,Atomic radius
Geology,What type of rock is formed by the cooling and solidification of molten magma or lava?,Igneous,Sedimentary,Metamorphic,Fossil
Biology,What is the name of the organelle that is responsible for protein synthesis?,Ribosome,Nucleus,Mitochondrion,Golgi apparatus
Biology,Which gland is responsible for producing melatonin?,Pineal gland,Thyroid gland,Adrenal gland,Pancreas
Physics,What is the acceleration due to gravity on earth?,9.8 m/s^2,8.5 m/s^2,10.5 m/s^2,9.2 m/s^2
Physics,What is the product of force and distance?,Work,Power,Energy,Acceleration
Astronomy,What is the name of the force that causes light to bend when it passes through a medium?,Refraction,Reflection,Diffraction,Absorption
Chemistry,What is the process of a liquid changing into a gas called?,Evaporation,Condensation,Sublimation,Solidification
Chemistry,What is H2SO4 more commonly known as?,Sulfuric Acid,Hydrochloric Acid,Acetic Acid,Nitric Acid
Chemistry,What is the process of converting a liquid into a gas called?,Evaporation,Condensation,Sublimation,Melting
Chemistry,What is the formula for hydrofluoric acid?,HF,HCl,NaCl,H2SO4
Chemistry,What is the name for the attraction between opposite charges?,Electrostatic force,Van der Waals force,Hydrogen bond,Covalent bond
Physics,What is the unit of force in the metric system?,Newton,Joule,Watt,Volt
Chemistry,What is the formula for Ammonia?,NH3,NO2,SO2,N2O
Chemistry,Which element has the symbol Fe?,Iron,Iodine,Indium,Iridium
Chemistry,What is the common name for sodium chloride?,Salt,Sugar,Baking soda,Bleach
Geology,What is the term for the process of breaking down rocks into smaller pieces through wind| rain| and other natural forces?,Weathering,Erosion,Deposition,Crystallization
Anatomy,What is the part of the brain that controls balance and coordination?,Cerebellum,Hypothalamus,Thalamus,Amygdala
Physics,What is the difference between a conductor and an insulator?,"A conductor allows electricity to flow easily, while an insulator does not","An insulator allows electricity to flow easily, while a conductor does not",Conductors and insulators are the same thing,Conductors and insulators cannot be differentiated
Physics,What type of energy is stored in an object due to its position or configuration?,Potential energy,Kinetic energy,Thermal energy,Radiant energy
Ecology,What is the name of the process where energy is transferred between organisms in a food chain?,Trophic transfer,Biomass transfer,Energy pyramid,Predator-prey cycle
Geology,What is the name for underground natural storage areas that contain groundwater?,aquifers,reservoirs,estuaries,tides
Physics,What causes an object in motion to stay in motion according to Newton's first law of motion?,Inertia,Gravity,Friction,Momentum
Physics,What is the kinetic energy of a 2 kg object moving at 4 m/s?,16 J,4 J,32 J,8 J
Biology,What is the process called when a cell divides into two identical daughter cells?,Mitosis,Meiosis,Fermentation,Respiration
Chemistry,What is the state of matter in which a substance has no definite shape but has a definite volume?,Liquid,Solid,Gas,Plasma
Chemistry,What is the process of a solid changing to a gas without going through the liquid state called?,Sublimation,Deposition,Evaporation,Condensation
Physics,What is the term for the result of the division of power by current?,Resistance,Voltage,Conductance,Impedance
Biology,What is the largest organ inside the human body?,Liver,Lungs,Stomach,Brain
Chemistry,What is the name for the process of converting a gas directly to a solid?,Deposition,Sublimation,Condensation,Evaporation
Chemistry,What is the name for a substance that speeds up a chemical reaction without being consumed by it?,Catalyst,Product,Reactant,Enzyme
Biology,What is the process called when DNA is used to make RNA?,Transcription,Translation,Replication,Mutation
Chemistry,What is the name given to a homogeneous mixture of two or more substances?,Solution,Mixture,Element,Compound
Biology,What is the name of the process by which plants release water vapor into the air?,Transpiration,Photosynthesis,Respiration,Fermentation
Botany,What is the process of a plant growing towards light called?,Phototropism,Transpiration,Photosynthesis,Pollination
Physics,What is the formula for power in a circuit?,P = IV,P = I^2R,P = V^2 / R,P = R / I^2
Chemistry,Which four elements are the most abundant in Earth's crust?,"Oxygen, Silicon, Aluminum, Iron","Carbon, Hydrogen, Helium, Nitrogen","Gold, Silver, Platinum, Mercury","Carbon, Nitrogen, Oxygen, Fluorine"
Chemistry,What is the process called when a gas changes into a liquid?,Condensation,Melting,Freezing,Sublimation
Physics,What is the term used to describe the ability of an object to resist changes in motion?,Inertia,Gravity,Momentum,Force
Physics,What is the unit of measure for power?,Watt,Joule,Newton,Ampere
Chemistry,What is the boiling point of water in Celsius?,100°C,0°C,-273°C,50°C
Geology,What is the layer of the Earth's atmosphere closest to the planet's surface?,Troposphere,Stratosphere,Mesosphere,Thermosphere
Chemistry,What is the term for a substance that accelerates a chemical reaction without being consumed in the reaction?,Catalyst,Reactant,Product,Enzyme
Biology,What is the process by which plants make their own food using sunlight?,Photosynthesis,Respiration,Digestion,Circulation
Physics,What is the unit of measure for force?,Newtons,Joules,Amps,Watts
Biology,What is the functional unit of the kidney?,Nephron,Glomerulus,Tubule,Artery
Physics,What is the formula for impulse-momentum?,J = Δp,KE = 1/2mv^2,F=ma,P=mv
Chemistry,What is the symbol for helium?,He,H,Li,Ne
Chemistry,What is the formula for hydrogen?,H2,H,He,HCl
Biology,What is the largest animal in the world?,Blue Whale,Elephant,Hippopotamus,Giraffe
Biology,What is the substance that carries genetic information?,DNA,RNA,Protein,Carbohydrate
Chemistry,What is the chemical symbol for gold?,Au,Ag,Cu,Fe
Biology,What is the function of the heart?,Pump blood,Digest food,Produce red blood cells,Digest food
Physics,What is the measure of the amount of force acting on an object per unit of area called?,Pressure,Density,Weight,Volume
Biology,What is the name of the process by which cells break down glucose to make ATP?,Cellular Respiration,Photosynthesis,Digestion,Fermentation
Biology,What cell organelle is responsible for the breakdown of large molecules and cellular waste?,Lysosome,Golgi Apparatus,Mitochondria,Nucleus
Biology,What is the function of the pancreas in the human body?,Produces insulin,Digests proteins,Filters blood,Transports oxygen
Chemistry,What is an acid?,A substance with a pH of less than 7,A substance with a pH of greater than 7,A substance with a pH of exactly 7,A substance with a pH of 6
Geology,What is the name of the major tectonic plates?,"Pacific, North American, South American, African, Eurasian, Australian, Antarctic","Pacific, Atlantic, Indian, Antarctic, Eurasian, African, Australian","South American, North American, African, Asian, European, Oceanic, Antarctic","Indian, Atlantic, South American, African, Pacific, Antarctic, Eurasian"
Physics,What is the definition of acceleration?,Change in velocity over time,Speed in a given direction,Displacement over time,Force in a given direction
Chemistry,What is the symbol for hydrogen?,Hg,He, H,C
Biology,What is the largest organ in the plant kingdom?,Leaves,Stems,Roots,Flowers
Biology,What is the term for a diagram that shows the evolutionary history of a group of organisms?,Phylogenetic Tree,Population Graph,Interbreeding Chart,Fossil Record
Botany,What is the process by which plants release oxygen into the atmosphere?,Photosynthesis,Transpiration,Respiration,Fermentation
Physics,What is the term for the force that opposes motion due to air resistance?,Drag,Thrust,Lift,Gravity
Biology,What is the process by which plants convert light energy to chemical energy?,Photosynthesis,Cellular Respiration,Glycolysis,Fermentation
Biology,What is the name for a group of cells that work together to perform a specific function?,Tissue,Organ,Organism,System
Biology,What is the function of the integumentary system?,Protection,Transport oxygen,Regulate blood sugar,Digest food
Physics,What is the formula for calculating pressure?,Pressure = Force/Area,Pressure = Work/Time,Pressure = Voltage/Current,Pressure = Mass/Volume
Astronomy,What is the name of the fourth planet from the sun?,Mars,Venus,Mercury,Jupiter
Physics,What is the force that pulls all objects towards each other called?,Gravity,Momentum,Inertia,Friction
Biology,What is the term for the sum total of all chemical reactions that occur within an organism?,Metabolism,Homeostasis,Evolution,Adaptation
Chemistry,What is the name of the process by which atoms combine to form new substances?,Chemical Reaction,Ionization,Electron Transport,Activation Energy
Physics,What is the unit of measurement for pressure?,Pascal,Newton,Joule,Watt
Zoology,What type of animal is a blue whale?,Mammal,Bird,Fish,Reptile
Biology,What is the process of converting nitrogen into ammonia called?,Nitrogen fixation,Photosynthesis,Respiration,Fermentation
Biology,What is the function of the brain?,Control body functions,Digest food,Produce bile,Filter blood
Biology,What is the function of the ribosomes in a cell?,Protein synthesis,Energy production,Cell division,Waste removal
Physics,What is the name of the energy that is released when an atomic nucleus is split or two nuclei are fused together?,Nuclear energy,Kinetic energy,Thermal energy,Electrical energy
Biology,What is the function of a lysosome in a cell?,Break down and recycle cell waste,Energy production,Protein synthesis,Waste elimination
Astronomy,What is the name of the planet known as the Red planet?,Mars,Venus,Jupiter,Saturn
Physics,What is the equation for torque?,Force times lever arm,Mass times acceleration,Velocity times time,Distance squared divided by time
Chemistry,What is the name for the process of changing a liquid into a gas?,Evaporation,Condensation,Freezing,Combustion
Astronomy,What is the name of the highest mountain on Mars?,Olympus Mons,Mount Everest,Mauna Kea,Mount Tambora
Astronomy,What is the name of the object that is at the center of a black hole?,Singularity,Event horizon,Quasar,Neutron star
Chemistry,What is the term for the attractive force between two atoms resulting from the sharing of electrons between them?,Covalent Bond,Ionic Bond,Hydrogen Bond,Van der Waals Forces
Biology,What is the process called when one species moves into a new area?,Migration,Speciation,Adaptation,Hybridization
Earth Science,What is the name of the process by which sediment is transported from one location to another?,Erosion,Weathering,Deposition,Plate tectonics
Chemistry,What is the name of the process by which a liquid transforms into a gas at the surface of a liquid?,Evaporation,Condensation,Melting,Solidification
Biology,What is the function of the immune system in the human body?,Defend against infection and disease,Digest food in the stomach,Pump blood throughout the body,Filter waste products from the blood
Geology,Where do most earthquakes occur?,On plate boundaries,In the middle of plate,Near mountains,Near volcanoes
Geology,What type of rock is formed from the accumulation of organic material?,Sedimentary,Metamorphic,Igneous,Siltstone
Biology,What is the function of the liver in the body?,Produces bile,Stores nutrients,Digests food,Regulates blood sugar levels
Biology,What is the function of insulin in the body?,Regulate blood sugar,Digest food,Exchange gases,Produce hormones
Psychology,What is the name of the theory that suggests our behavior is determined by our environment?,Behaviorism,Psychoanalysis,Humanism,Cognitive psychology
Chemistry,What is the symbol for Iron?,Fe,If,Io,Ni
Chemistry,What is the formula for copper sulfate?,CuSO4,CuCO3,CuCl2,Cu(NO3)2
Physics,Which of the following is a measure of the rate at which an object changes its velocity?,Acceleration,Velocity,Momentum,Force
Physics,What is the term for the force exerted by a solid object against another solid object?,Contact force,Non-contact force,Gravitational force,Electromagnetic force
Biology,What is the process by which a cell divides into two or more daughter cells?,Cell division,Mitosis,Meiosis,Cytokinesis
Geology,What is the name of the process by which sediment is laid down in a new location?,Deposition,Erosion,Weathering,Transportation
Astronomy,What is the closest star to Earth (besides the Sun)?,Proxima Centauri,Alpha Centauri,Betelgeuse,Sirius
Chemistry,What is the state of matter in which a substance has a definite shape and volume?,Solid,Liquid,Gas,Plasma
Astronomy,What is the name of the dwarf planet that was demoted from the status of a planet in 2006?,Pluto,Ceres,Eris,Haumea
Earth Science,What is the process by which sedimentary rocks are formed?,Lithification,Erosion,Deposition,Melting
Chemistry,What is the chemical symbol for helium?,He,H,O,Kr
Physics,What is the force that is present between any two objects in the universe?,Gravity,Friction,Magnetism,Centrifugal force
Physics,Which of the following is a measure of how much work is required to stretch or compress a spring?,Spring constant,Potential energy,Kinetic energy,Power
Chemistry,What is the only metal that is liquid at room temperature?,Mercury,Lead,Zinc,Gold
Biology,What is the name of the process by which plants use sunlight to produce food?,Photosynthesis,Cellular respiration,Fermentation,Glycolysis
Chemistry,What is the most reactive non-metal?,Fluorine,Oxygen,Chlorine,Bromine
Astronomy,What is the hottest planet in our solar system?,Venus,Mercury,Mars,Jupiter
Physics,What is the third law of motion?,"For every action, there is an equal and opposite reaction","An object at rest will stay at rest, and an object in motion will stay in motion with a constant velocity, unless acted upon by a net external force",The acceleration of an object is directly proportional to the net force applied and inversely proportional to its mass,None of the above
Geology,What is an earthquake's Richter scale measurement based on?,magnitude,depth,epicenter,intensity
Biology,What is the name of the long| coiled tube that makes up the majority of the human digestive system?,Small Intestine,Large Intestine,Stomach,Esophagus
Biology,What is the name of the part of the brain responsible for regulating body temperature| hunger| and thirst?,Hypothalamus,Amygdala,Hippocampus,Cerebellum
Biology,What is the name of the process by which cells break down glucose to release energy?,Cellular respiration,Photosynthesis,Transpiration,Germination
Earth Science,What type of rock is formed from the cooling and solidification of magma or lava?,Igneous,Sedimentary,Metamorphic,Tectonic
Biology,What is the name of the molecule responsible for heredity?,DNA,RNA,Protein,Carbohydrate
Biology,What is the process by which cells become specialized for a particular function?,Differentiation,Mitosis,Meiosis,Fertilization
Biology,What is the name of the process by which plants break down glucose to release energy?,Cellular respiration,Photosynthesis,Mitosis,Meiosis
Biology,What is the process by which an egg and sperm combine?,Fertilization,Meiosis,Mitosis,Differentiation
Geology,What type of rock is formed by the cooling and solidification of magma or lava?,Igneous,Sedimentary,Metamorphic,Volcanic
Physics,What is the unit for frequency?,Hertz,Watt,Joule,Volt
Biology,What type of cells are responsible for creating and secreting hormones?,Endocrine,Exocrine,Epithelial,Muscle
Earth Science,What is the name for the process by which sediment is laid down in a new location?,Deposition,Erosion,Transportation,Sedimentation
Physics,What is the equation for calculating potential energy?,Potential Energy = Mass x Gravity x Height,Potential Energy = Kinetic Energy x Velocity,Potential Energy = Work/Time,Potential Energy = Power/Time
Earth Science,What is the process by which sediment is deposited in a new location?,Deposition,Erosion,Weathering,Compaction
Astronomy,What is a group of stars called?,Galaxy,Cluster,Nebula,Constellation
Biology,What type of tissue lines the internal and external surfaces of the body?,Epithelial tissue,Connective tissue,Muscle tissue,Nervous tissue
Physics,What is the formula for capacitance?,C=Q/V,C=V/Q,C=IR,C=I/R
Chemistry,What element has the symbol K on the periodic table?,Potassium,Phosphorus,Platinum,Polonium
Biology,Which system in the body is responsible for removing waste and excess water?,Urinary,Circulatory,Respiratory,Nervous
Physics,What is the relationship between force| mass| and acceleration called?,Newton's second law,Newton's first law,Newton's third law,Newton's law of gravity
Physics,Which of the following is a measure of the amount of energy required to remove an electron from an atom in its ground state?,Ionization energy,Electron affinity,Electronegativity,Atomic radius
Chemistry,What do we call the study of the properties of matter and how matter changes?,Chemistry,Physics,Biology,Mathematics
Physics,What is the name of the force that causes objects to float?,Buoyancy,Gravity,Friction,Magnetism
Geology,What is the term for the point on the Earth's surface directly above the focus of an earthquake?,Epicenter,Hypocenter,Fault,Tsunami
Biology,What is the function of the endocrine system?,Regulate hormones,Remove waste,Transport nutrients and oxygen,Protect the body
Physics,What is the term for the distance traveled per unit of time?,Velocity,Speed,Acceleration,Deceleration
Chemistry,What gas makes up the majority of Earth's atmosphere?,Nitrogen,Oxygen,Carbon Dioxide,Argon
Astronomy,What is the name of the spacecraft that has visited both Jupiter and Saturn?,Cassini,Voyager,New Horizons,Galileo
Biology,What is the respiratory system responsible for?,Breathing,Digestion,Circulation,Excretion
